ID_IE;ID_SECCION;seccion;cor_est;sexo;gestion2;area;caracteristica2;cod_DRE;nom_dre;cod_UGEL;nom_ugel;codgeo;departamento;provincia;distrito;Estrato_DRE;M500_EM_2S_2023_CT;grupo_EM_2S_2023_CT;M500_EM_2S_2023_MA;grupo_EM_2S_2023_MA;M500_EM_2S_2023_CS;grupo_EM_2S_2023_CS;peso_CT;peso_MA;peso_CS
2844;05;E;23;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;658;Satisfactorio;642;En proceso;586;En proceso;2,58;2,58;2,58
2844;03;C;26;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;795;Satisfactorio;644;En proceso;665;Satisfactorio;2,50;2,50;2,50
2844;03;C;22;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;660;Satisfactorio;672;Satisfactorio;701;Satisfactorio;2,50;2,50;2,50
2844;05;E;17;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;604;En proceso;610;En proceso;499;En inicio;2,58;2,58;2,58
2844;05;E;19;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;710;Satisfactorio;541;En inicio;566;En proceso;2,58;2,58;2,58
2844;05;E;16;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;795;Satisfactorio;751;Satisfactorio;786;Satisfactorio;2,58;2,58;2,58
2844;05;E;18;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;648;Satisfactorio;642;En proceso;600;En proceso;2,58;2,58;2,58
2844;05;E;12;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;639;En proceso;601;En proceso;562;En proceso;2,58;2,58;2,58
2844;05;E;28;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;623;En proceso;652;Satisfactorio;671;Satisfactorio;2,58;2,58;2,58
2844;05;E;01;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;749;Satisfactorio;515;Previo al Inicio;624;Satisfactorio;2,58;2,58;2,58
2844;03;C;19;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;567;En inicio;678;Satisfactorio;410;Previo al Inicio;2,50;2,50;2,50
2844;03;C;20;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;631;En proceso;711;Satisfactorio;665;Satisfactorio;2,50;2,50;2,50
2844;05;E;09;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;656;Satisfactorio;603;En proceso;669;Satisfactorio;2,58;2,58;2,58
2844;05;E;26;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;722;Satisfactorio;665;Satisfactorio;692;Satisfactorio;2,58;2,58;2,58
2844;03;C;25;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;614;En proceso;746;Satisfactorio;497;En inicio;2,50;2,50;2,50
2844;05;E;07;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;660;Satisfactorio;620;En proceso;566;En proceso;2,58;2,58;2,58
2844;05;E;03;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;600;En proceso;579;En inicio;490;En inicio;2,58;2,58;2,58
2844;05;E;04;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;667;Satisfactorio;594;En inicio;601;En proceso;2,58;2,58;2,58
2844;05;E;06;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;638;En proceso;550;En inicio;544;En proceso;2,58;2,58;2,58
2844;03;C;23;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;817;Satisfactorio;773;Satisfactorio;626;Satisfactorio;2,50;2,50;2,50
2844;03;C;10;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;658;Satisfactorio;677;Satisfactorio;645;Satisfactorio;2,50;2,50;2,50
2844;03;C;08;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;668;Satisfactorio;652;Satisfactorio;620;Satisfactorio;2,50;2,50;2,50
2844;03;C;18;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;623;En proceso;614;En proceso;473;En inicio;2,50;2,50;2,50
2844;03;C;27;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;717;Satisfactorio;806;Satisfactorio;642;Satisfactorio;2,50;2,50;2,50
2844;03;C;17;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;639;En proceso;610;En proceso;533;En proceso;2,50;2,50;2,50
2844;05;E;27;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;814;Satisfactorio;729;Satisfactorio;619;Satisfactorio;2,58;2,58;2,58
2844;03;C;16;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;659;Satisfactorio;774;Satisfactorio;738;Satisfactorio;2,50;2,50;2,50
2844;03;C;02;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;630;En proceso;672;Satisfactorio;580;En proceso;2,50;2,50;2,50
2844;03;C;09;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;710;Satisfactorio;691;Satisfactorio;559;En proceso;2,50;2,50;2,50
2844;05;E;15;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;598;En proceso;604;En proceso;598;En proceso;2,58;2,58;2,58
2844;05;E;14;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;636;En proceso;558;En inicio;543;En proceso;2,58;2,58;2,58
2844;03;C;21;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;722;Satisfactorio;688;Satisfactorio;669;Satisfactorio;2,50;2,50;2,50
2844;05;E;13;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;743;Satisfactorio;749;Satisfactorio;738;Satisfactorio;2,58;2,58;2,58
2844;05;E;02;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;604;En proceso;639;En proceso;394;Previo al Inicio;2,58;2,58;2,58
2844;05;E;21;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;596;En proceso;591;En inicio;402;Previo al Inicio;2,58;2,58;2,58
2844;05;E;24;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;758;Satisfactorio;666;Satisfactorio;693;Satisfactorio;2,58;2,58;2,58
2844;03;C;28;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;639;En proceso;699;Satisfactorio;671;Satisfactorio;2,50;2,50;2,50
2844;05;E;11;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;659;Satisfactorio;731;Satisfactorio;605;En proceso;2,58;2,58;2,58
2844;05;E;25;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;674;Satisfactorio;554;En inicio;673;Satisfactorio;2,58;2,58;2,58
2844;03;C;24;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;588;En proceso;633;En proceso;643;Satisfactorio;2,50;2,50;2,50
2844;05;E;05;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;725;Satisfactorio;711;Satisfactorio;674;Satisfactorio;2,58;2,58;2,58
2844;03;C;05;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;640;En proceso;672;Satisfactorio;568;En proceso;2,50;2,50;2,50
2844;03;C;12;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;699;Satisfactorio;672;Satisfactorio;581;En proceso;2,50;2,50;2,50
2844;03;C;04;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;636;En proceso;594;En inicio;545;En proceso;2,50;2,50;2,50
2844;05;E;30;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;561;En inicio;613;En proceso;562;En proceso;2,58;2,58;2,58
2844;05;E;20;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;651;Satisfactorio;596;En inicio;580;En proceso;2,58;2,58;2,58
2844;05;E;22;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;596;En proceso;549;En inicio;391;Previo al Inicio;2,58;2,58;2,58
2844;03;C;13;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;639;En proceso;713;Satisfactorio;787;Satisfactorio;2,50;2,50;2,50
2844;03;C;01;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;722;Satisfactorio;715;Satisfactorio;647;Satisfactorio;2,50;2,50;2,50
2844;03;C;07;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;596;En proceso;485;Previo al Inicio;481;En inicio;2,50;2,50;2,50
2844;05;E;10;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;798;Satisfactorio;770;Satisfactorio;865;Satisfactorio;2,58;2,58;2,58
2844;03;C;15;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;753;Satisfactorio;855;Satisfactorio;598;En proceso;2,50;2,50;2,50
2844;03;C;11;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;547;En inicio;524;En inicio;483;En inicio;2,50;2,50;2,50
2844;03;C;03;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;607;En proceso;663;Satisfactorio;506;En proceso;2,50;2,50;2,50
2844;03;C;14;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;595;En proceso;678;Satisfactorio;543;En proceso;2,50;2,50;2,50
2844;05;E;29;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;619;En proceso;558;En inicio;568;En proceso;2,58;2,58;2,58
2844;05;E;08;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;648;Satisfactorio;652;Satisfactorio;641;Satisfactorio;2,58;2,58;2,58
2844;03;C;06;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;620;En proceso;635;En proceso;562;En proceso;2,50;2,50;2,50
2845;06;F;17;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;667;Satisfactorio;643;En proceso;604;En proceso;5,20;5,20;5,20
2845;06;F;19;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;596;En proceso;626;En proceso;490;En inicio;5,20;5,20;5,20
2845;06;F;01;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;572;En inicio;663;Satisfactorio;473;En inicio;5,20;5,20;5,20
2845;06;F;18;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;606;En proceso;661;Satisfactorio;599;En proceso;5,20;5,20;5,20
2845;03;C;14;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;575;En inicio;566;En inicio;563;En proceso;5,00;5,00;5,00
2845;03;C;13;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;606;En proceso;661;Satisfactorio;619;Satisfactorio;5,00;5,00;5,00
2845;06;F;22;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;627;En proceso;666;Satisfactorio;581;En proceso;5,20;5,20;5,20
2845;06;F;23;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;640;En proceso;727;Satisfactorio;566;En proceso;5,20;5,20;5,20
2845;06;F;14;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;604;En proceso;654;Satisfactorio;527;En proceso;5,20;5,20;5,20
2845;03;C;06;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;593;En proceso;632;En proceso;489;En inicio;5,00;5,00;5,00
2845;03;C;26;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;515;En inicio;528;En inicio;403;Previo al Inicio;5,00;5,00;5,00
2845;03;C;18;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;640;En proceso;622;En proceso;665;Satisfactorio;5,00;5,00;5,00
2845;03;C;22;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;627;En proceso;643;En proceso;667;Satisfactorio;5,00;5,00;5,00
2845;03;C;27;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;560;En inicio;585;En inicio;533;En proceso;5,00;5,00;5,00
2845;06;F;03;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;606;En proceso;613;En proceso;605;En proceso;5,20;5,20;5,20
2845;03;C;12;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;574;En inicio;585;En inicio;489;En inicio;5,00;5,00;5,00
2845;03;C;15;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;573;En inicio;661;Satisfactorio;483;En inicio;5,00;5,00;5,00
2845;06;F;08;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;583;En proceso;661;Satisfactorio;563;En proceso;5,20;5,20;5,20
2845;03;C;25;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;596;En proceso;629;En proceso;490;En inicio;5,00;5,00;5,00
2845;03;C;23;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;631;En proceso;697;Satisfactorio;604;En proceso;5,00;5,00;5,00
2845;03;C;24;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;671;Satisfactorio;676;Satisfactorio;580;En proceso;5,00;5,00;5,00
2845;06;F;04;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;554;En inicio;608;En proceso;473;En inicio;5,20;5,20;5,20
2845;06;F;21;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;631;En proceso;623;En proceso;605;En proceso;5,20;5,20;5,20
2845;06;F;25;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;630;En proceso;566;En inicio;578;En proceso;5,20;5,20;5,20
2845;06;F;07;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;619;En proceso;613;En proceso;523;En proceso;5,20;5,20;5,20
2845;06;F;09;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;648;Satisfactorio;715;Satisfactorio;550;En proceso;5,20;5,20;5,20
2845;06;F;10;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;573;En inicio;566;En inicio;509;En proceso;5,20;5,20;5,20
2845;03;C;17;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;636;En proceso;723;Satisfactorio;624;Satisfactorio;5,00;5,00;5,00
2845;03;C;19;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;587;En proceso;643;En proceso;523;En proceso;5,00;5,00;5,00
2845;03;C;16;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;586;En proceso;519;Previo al Inicio;396;Previo al Inicio;5,00;5,00;5,00
2845;03;C;11;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;572;En inicio;623;En proceso;446;En inicio;5,00;5,00;5,00
2845;06;F;02;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;645;Satisfactorio;613;En proceso;563;En proceso;5,20;5,20;5,20
2845;03;C;10;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;660;Satisfactorio;610;En proceso;562;En proceso;5,00;5,00;5,00
2845;06;F;24;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;671;Satisfactorio;541;En inicio;580;En proceso;5,20;5,20;5,20
2845;06;F;27;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;603;En proceso;633;En proceso;483;En inicio;5,20;5,20;5,20
2845;03;C;01;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;586;En proceso;623;En proceso;456;En inicio;5,00;5,00;5,00
2845;06;F;11;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;586;En proceso;588;En inicio;548;En proceso;5,20;5,20;5,20
2845;06;F;05;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;543;En inicio;557;En inicio;514;En proceso;5,20;5,20;5,20
2845;03;C;05;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;672;Satisfactorio;557;En inicio;481;En inicio;5,00;5,00;5,00
2845;03;C;21;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;639;En proceso;605;En proceso;605;En proceso;5,00;5,00;5,00
2845;03;C;28;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;554;En inicio;546;En inicio;491;En inicio;5,00;5,00;5,00
2845;06;F;06;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;572;En inicio;562;En inicio;525;En proceso;5,20;5,20;5,20
2845;03;C;04;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;671;Satisfactorio;617;En proceso;581;En proceso;5,00;5,00;5,00
2845;06;F;15;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;588;En proceso;672;Satisfactorio;626;Satisfactorio;5,20;5,20;5,20
2845;03;C;03;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;554;En inicio;587;En inicio;449;En inicio;5,00;5,00;5,00
2845;03;C;02;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;693;Satisfactorio;633;En proceso;645;Satisfactorio;5,00;5,00;5,00
2845;03;C;20;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;604;En proceso;698;Satisfactorio;623;Satisfactorio;5,00;5,00;5,00
2845;06;F;16;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;586;En proceso;528;En inicio;491;En inicio;5,20;5,20;5,20
2845;06;F;13;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;725;Satisfactorio;631;En proceso;578;En proceso;5,20;5,20;5,20
2845;06;F;12;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;645;Satisfactorio;633;En proceso;525;En proceso;5,20;5,20;5,20
2845;03;C;08;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;561;En inicio;571;En inicio;383;Previo al Inicio;5,00;5,00;5,00
2845;03;C;09;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;596;En proceso;644;En proceso;568;En proceso;5,00;5,00;5,00
2845;03;C;07;Hombre;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;636;En proceso;723;Satisfactorio;541;En proceso;5,00;5,00;5,00
2846;12;L;11;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;614;En proceso;546;En inicio;645;Satisfactorio;6,00;6,00;6,00
2846;12;L;18;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;604;En proceso;584;En inicio;586;En proceso;6,00;6,00;6,00
2846;12;L;19;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;668;Satisfactorio;614;En proceso;643;Satisfactorio;6,00;6,00;6,00
2846;05;E;20;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;872;Satisfactorio;859;Satisfactorio;619;Satisfactorio;6,00;6,00;6,24
2846;05;E;02;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;623;En proceso;614;En proceso;;;6,00;6,00;
2846;05;E;08;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;656;Satisfactorio;691;Satisfactorio;642;Satisfactorio;6,00;6,00;6,24
2846;05;E;10;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;589;En proceso;617;En proceso;626;Satisfactorio;6,00;6,00;6,24
2846;05;E;09;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;598;En proceso;571;En inicio;671;Satisfactorio;6,00;6,00;6,24
2846;05;E;05;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;589;En proceso;574;En inicio;436;En inicio;6,00;6,00;6,24
2846;12;L;14;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;668;Satisfactorio;588;En inicio;584;En proceso;6,00;6,00;6,00
2846;12;L;07;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;533;En inicio;478;Previo al Inicio;416;Previo al Inicio;6,00;6,00;6,00
2846;05;E;26;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;630;En proceso;566;En inicio;421;Previo al Inicio;6,00;6,00;6,24
2846;12;L;20;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;710;Satisfactorio;613;En proceso;673;Satisfactorio;6,00;6,00;6,00
2846;12;L;15;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;574;En inicio;550;En inicio;434;En inicio;6,00;6,00;6,00
2846;05;E;19;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;674;Satisfactorio;554;En inicio;507;En proceso;6,00;6,00;6,24
2846;05;E;17;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;648;Satisfactorio;699;Satisfactorio;562;En proceso;6,00;6,00;6,24
2846;12;L;22;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;575;En inicio;497;Previo al Inicio;383;Previo al Inicio;6,00;6,00;6,00
2846;05;E;16;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;639;En proceso;610;En proceso;649;Satisfactorio;6,00;6,00;6,24
2846;05;E;04;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;631;En proceso;697;Satisfactorio;649;Satisfactorio;6,00;6,00;6,24
2846;12;L;10;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;574;En inicio;613;En proceso;559;En proceso;6,00;6,00;6,00
2846;05;E;23;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;645;Satisfactorio;666;Satisfactorio;581;En proceso;6,00;6,00;6,24
2846;05;E;07;Mujer;Público;Urbana;Polidocente completo;2300;Tacna;230001;Tacna;230101;TACNA;TACNA;TACNA;23001;668;Satisfactorio;605;En proceso;641;Satisfactorio;6,00;6,00;6,24
